season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,instant,dteday,hr,season_label
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,2,0.7,0.6,0.7,0.1,1639.0,3105,4744,1970-01-01 00:00:00.000000170,2011-01-08,1970-01-01 00:00:00.000000008,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,2,0.6,0.6,0.7,0.2,699.0,3311,4010,1970-01-01 00:00:00.000000171,2011-01-08,1970-01-01 00:00:00.000000009,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,2,0.7,0.6,0.8,0.2,774.0,4061,4835,1970-01-01 00:00:00.000000172,2011-01-08,1970-01-01 00:00:00.000000010,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.7,0.7,0.7,0.2,661.0,3846,4507,1970-01-01 00:00:00.000000173,2011-01-08,1970-01-01 00:00:00.000000011,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,2,0.7,0.7,0.7,0.2,746.0,4044,4790,1970-01-01 00:00:00.000000174,2011-01-08,1970-01-01 00:00:00.000000012,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.7,0.7,0.6,0.2,969.0,4022,4991,1970-01-01 00:00:00.000000175,2011-01-08,1970-01-01 00:00:00.000000013,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.7,0.6,0.5,0.2,1782.0,3420,5202,1970-01-01 00:00:00.000000176,2011-01-08,1970-01-01 00:00:00.000000014,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.7,0.6,0.5,0.1,1920.0,3385,5305,1970-01-01 00:00:00.000000177,2011-01-08,1970-01-01 00:00:00.000000015,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,2,0.7,0.6,0.7,0.1,854.0,3854,4708,1970-01-01 00:00:00.000000178,2011-01-08,1970-01-01 00:00:00.000000016,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.7,0.7,0.6,0.1,732.0,3916,4648,1970-01-01 00:00:00.000000179,2011-01-08,1970-01-01 00:00:00.000000017,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.7,0.7,0.5,0.3,848.0,4377,5225,1970-01-01 00:00:00.000000180,2011-01-08,1970-01-01 00:00:00.000000018,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.7,0.6,0.4,0.2,1027.0,4488,5515,1970-01-01 00:00:00.000000181,2011-01-08,1970-01-01 00:00:00.000000019,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.7,0.7,0.4,0.1,1246.0,4116,5362,1970-01-01 00:00:00.000000182,2011-01-08,1970-01-01 00:00:00.000000020,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.7,0.7,0.4,0.1,2204.0,2915,5119,1970-01-01 00:00:00.000000183,2011-01-08,1970-01-01 00:00:00.000000021,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,2,0.7,0.7,0.7,0.2,2266.75,2367,4649,1970-01-01 00:00:00.000000184,2011-01-08,1970-01-01 00:00:00.000000022,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,2,0.7,0.7,0.6,0.1,2266.75,2978,6043,1970-01-01 00:00:00.000000185,2011-01-08,1970-01-01 00:00:00.000000023,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.7,0.7,0.6,0.1,1031.0,3634,4665,1970-01-01 00:00:00.000000186,2011-01-09,1970-01-01 00:00:00.000000000,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.7,0.7,0.7,0.1,784.0,3845,4629,1970-01-01 00:00:00.000000187,2011-01-09,1970-01-01 00:00:00.000000001,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.8,0.7,0.7,0.2,754.0,3838,4592,1970-01-01 00:00:00.000000188,2011-01-09,1970-01-01 00:00:00.000000002,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2,0.7,0.7,0.8,0.2,692.0,3348,4040,1970-01-01 00:00:00.000000189,2011-01-09,1970-01-01 00:00:00.000000003,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.7,0.7,0.6,0.2,1988.0,3348,5336,1970-01-01 00:00:00.000000190,2011-01-09,1970-01-01 00:00:00.000000004,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.7,0.7,0.6,0.2,1743.0,3138,4881,1970-01-01 00:00:00.000000191,2011-01-09,1970-01-01 00:00:00.000000005,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.8,0.7,0.6,0.3,723.0,3363,4086,1970-01-01 00:00:00.000000192,2011-01-09,1970-01-01 00:00:00.000000006,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.8,0.7,0.6,0.2,662.0,3596,4258,1970-01-01 00:00:00.000000193,2011-01-09,1970-01-01 00:00:00.000000007,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.7,0.7,0.6,0.1,748.0,3594,4342,1970-01-01 00:00:00.000000194,2011-01-09,1970-01-01 00:00:00.000000008,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.7,0.6,0.5,0.2,888.0,4196,5084,1970-01-01 00:00:00.000000195,2011-01-09,1970-01-01 00:00:00.000000009,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.7,0.6,0.6,0.2,1318.0,4220,5538,1970-01-01 00:00:00.000000196,2011-01-09,1970-01-01 00:00:00.000000010,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.7,0.6,0.6,0.2,2266.75,3505,5923,1970-01-01 00:00:00.000000197,2011-01-09,1970-01-01 00:00:00.000000011,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.7,0.7,0.6,0.2,2006.0,3296,5302,1970-01-01 00:00:00.000000198,2011-01-09,1970-01-01 00:00:00.000000012,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.7,0.7,0.7,0.2,841.0,3617,4458,1970-01-01 00:00:00.000000199,2011-01-09,1970-01-01 00:00:00.000000013,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.8,0.7,0.7,0.1,752.0,3789,4541,1970-01-01 00:00:00.000000200,2011-01-09,1970-01-01 00:00:00.000000014,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.8,0.7,0.7,0.1,644.0,3688,4332,1970-01-01 00:00:00.000000201,2011-01-09,1970-01-01 00:00:00.000000015,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2,0.8,0.8,0.7,0.2,632.0,3152,3784,1970-01-01 00:00:00.000000202,2011-01-09,1970-01-01 00:00:00.000000016,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.8,0.8,0.6,0.1,562.0,2825,3387,1970-01-01 00:00:00.000000203,2011-01-09,1970-01-01 00:00:00.000000017,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.8,0.8,0.5,0.1,987.0,2298,3285,1970-01-01 00:00:00.000000204,2011-01-09,1970-01-01 00:00:00.000000018,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.8,0.8,0.6,0.2,1050.0,2556,3606,1970-01-01 00:00:00.000000205,2011-01-09,1970-01-01 00:00:00.000000019,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.7,0.7,0.8,0.1,568.0,3272,3840,1970-01-01 00:00:00.000000206,2011-01-09,1970-01-01 00:00:00.000000020,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.8,0.7,0.5,0.2,750.0,3840,4590,1970-01-01 00:00:00.000000207,2011-01-09,1970-01-01 00:00:00.000000021,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.8,0.7,0.4,0.2,755.0,3901,4656,1970-01-01 00:00:00.000000208,2011-01-09,1970-01-01 00:00:00.000000022,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1,0.8,0.7,0.6,0.2,606.0,3784,4390,1970-01-01 00:00:00.000000209,2011-01-09,1970-01-01 00:00:00.000000023,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.8,0.8,0.5,0.2,670.0,3176,3846,1970-01-01 00:00:00.000000210,2011-01-10,1970-01-01 00:00:00.000000000,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.5,0.2,1559.0,2916,4475,1970-01-01 00:00:00.000000211,2011-01-10,1970-01-01 00:00:00.000000001,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.5,0.2,1524.0,2778,4302,1970-01-01 00:00:00.000000212,2011-01-10,1970-01-01 00:00:00.000000002,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.6,0.2,729.0,3537,4266,1970-01-01 00:00:00.000000213,2011-01-10,1970-01-01 00:00:00.000000003,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.5,0.2,801.0,4044,4845,1970-01-01 00:00:00.000000214,2011-01-10,1970-01-01 00:00:00.000000004,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,2,0.7,0.7,0.7,0.1,467.0,3107,3574,1970-01-01 00:00:00.000000215,2011-01-10,1970-01-01 00:00:00.000000005,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,2,0.7,0.7,0.8,0.2,799.0,3777,4576,1970-01-01 00:00:00.000000216,2011-01-10,1970-01-01 00:00:00.000000006,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.6,0.2,1023.0,3843,4866,1970-01-01 00:00:00.000000217,2011-01-10,1970-01-01 00:00:00.000000007,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,2,0.7,0.7,0.8,0.2,1521.0,2773,4294,1970-01-01 00:00:00.000000218,2011-01-10,1970-01-01 00:00:00.000000008,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.8,0.2,1298.0,2487,3785,1970-01-01 00:00:00.000000219,2011-01-10,1970-01-01 00:00:00.000000009,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.6,0.2,846.0,3480,4326,1970-01-01 00:00:00.000000220,2011-01-10,1970-01-01 00:00:00.000000010,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.6,0.2,907.0,3695,4602,1970-01-01 00:00:00.000000221,2011-01-10,1970-01-01 00:00:00.000000011,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.4,0.2,884.0,3896,4780,1970-01-01 00:00:00.000000222,2011-01-10,1970-01-01 00:00:00.000000012,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.4,0.2,812.0,3980,4792,1970-01-01 00:00:00.000000223,2011-01-10,1970-01-01 00:00:00.000000013,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.4,0.1,1051.0,3854,4905,1970-01-01 00:00:00.000000224,2011-01-10,1970-01-01 00:00:00.000000014,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,2,0.7,0.6,0.7,0.2,1504.0,2646,4150,1970-01-01 00:00:00.000000225,2011-01-10,1970-01-01 00:00:00.000000015,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,2,0.7,0.6,0.8,0.2,1338.0,2482,3820,1970-01-01 00:00:00.000000226,2011-01-10,1970-01-01 00:00:00.000000016,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.7,0.6,0.7,0.2,775.0,3563,4338,1970-01-01 00:00:00.000000227,2011-01-10,1970-01-01 00:00:00.000000017,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.7,0.6,0.6,0.2,721.0,4004,4725,1970-01-01 00:00:00.000000228,2011-01-10,1970-01-01 00:00:00.000000018,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.6,0.1,668.0,4026,4694,1970-01-01 00:00:00.000000229,2011-01-10,1970-01-01 00:00:00.000000019,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.7,0.2,639.0,3166,3805,1970-01-01 00:00:00.000000230,2011-01-10,1970-01-01 00:00:00.000000020,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,2,0.7,0.6,0.7,0.1,797.0,3356,4153,1970-01-01 00:00:00.000000231,2011-01-10,1970-01-01 00:00:00.000000021,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.7,0.6,0.7,0.1,1914.0,3277,5191,1970-01-01 00:00:00.000000232,2011-01-10,1970-01-01 00:00:00.000000022,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.8,0.2,1249.0,2624,3873,1970-01-01 00:00:00.000000233,2011-01-10,1970-01-01 00:00:00.000000023,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.7,0.6,0.5,0.3,833.0,3925,4758,1970-01-01 00:00:00.000000234,2011-01-11,1970-01-01 00:00:00.000000000,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.6,0.6,0.5,0.1,1281.0,4614,5895,1970-01-01 00:00:00.000000235,2011-01-11,1970-01-01 00:00:00.000000001,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.7,0.6,0.6,0.3,949.0,4181,5130,1970-01-01 00:00:00.000000236,2011-01-11,1970-01-01 00:00:00.000000002,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,2,0.7,0.6,0.8,0.2,435.0,3107,3542,1970-01-01 00:00:00.000000237,2011-01-11,1970-01-01 00:00:00.000000005,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.8,0.1,768.0,3893,4661,1970-01-01 00:00:00.000000238,2011-01-11,1970-01-01 00:00:00.000000006,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,2,0.7,0.6,0.8,0.35000000000000003,226.0,889,1115,1970-01-01 00:00:00.000000239,2011-01-11,1970-01-01 00:00:00.000000007,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.7,0.6,0.6,0.3,1415.0,2919,4334,1970-01-01 00:00:00.000000240,2011-01-11,1970-01-01 00:00:00.000000008,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.6,0.6,0.6,0.2,729.0,3905,4634,1970-01-01 00:00:00.000000241,2011-01-11,1970-01-01 00:00:00.000000009,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.6,0.6,0.5,0.1,775.0,4429,5204,1970-01-01 00:00:00.000000242,2011-01-11,1970-01-01 00:00:00.000000010,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.7,0.6,0.6,0.1,688.0,4370,5058,1970-01-01 00:00:00.000000243,2011-01-11,1970-01-01 00:00:00.000000011,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.7,0.6,0.6,0.1,783.0,4332,5115,1970-01-01 00:00:00.000000244,2011-01-11,1970-01-01 00:00:00.000000012,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,2,0.6,0.6,0.7,0.1,875.0,3852,4727,1970-01-01 00:00:00.000000245,2011-01-11,1970-01-01 00:00:00.000000013,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.7,0.6,0.7,0.2,1935.0,2549,4484,1970-01-01 00:00:00.000000246,2011-01-11,1970-01-01 00:00:00.000000014,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.7,0.2,2266.75,2419,4940,1970-01-01 00:00:00.000000247,2011-01-11,1970-01-01 00:00:00.000000015,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,2,0.7,0.6,0.8,0.2,1236.0,2115,3351,1970-01-01 00:00:00.000000248,2011-01-11,1970-01-01 00:00:00.000000016,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,3,0.5,0.5,0.9,0.3,204.0,2506,2710,1970-01-01 00:00:00.000000249,2011-01-11,1970-01-01 00:00:00.000000017,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,3,0.6,0.5,0.9,0.1,118.0,1878,1996,1970-01-01 00:00:00.000000250,2011-01-11,1970-01-01 00:00:00.000000018,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,3,0.6,0.6,0.9,0.2,153.0,1689,1842,1970-01-01 00:00:00.000000251,2011-01-11,1970-01-01 00:00:00.000000019,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,2,0.6,0.6,0.9,0.1,417.0,3127,3544,1970-01-01 00:00:00.000000252,2011-01-11,1970-01-01 00:00:00.000000020,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.7,0.6,0.8,0.2,1750.0,3595,5345,1970-01-01 00:00:00.000000253,2011-01-11,1970-01-01 00:00:00.000000021,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.7,0.6,0.7,0.1,1633.0,3413,5046,1970-01-01 00:00:00.000000254,2011-01-11,1970-01-01 00:00:00.000000022,
